course,EX,A,B,C,D,P,F,session,EX%,A%,B%,C%,D%,P%,F%,average
HS30034-MANAGERIAL ECONOMICS ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
MA31005-REAL ANALYSIS ,1,2,1,1,0,0,0,Autumn 19,20.0,40.0,20.0,20.0,0.0,0.0,0.0,8.6
EC60601- ,1,0,0,0,0,0,0,Autumn 21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
EC60603- ,0,1,0,0,0,0,0,Autumn 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EC69023- ,0,1,0,0,0,0,0,Autumn 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EC60052- ,0,1,0,0,0,0,0,Spring 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EC60054- ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EC60104- ,1,0,0,0,0,0,0,Spring 22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
EC69402- ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
HS30074-SCIENCE AND HUMANISM ,5,11,15,24,8,0,0,Spring 22,7.936507936507936,17.46031746031746,23.809523809523807,38.095238095238095,12.698412698412698,0.0,0.0,7.698412698412699
EC60011- ,5,12,5,8,0,0,0,Autumn 22,16.666666666666664,40.0,16.666666666666664,26.666666666666668,0.0,0.0,0.0,8.466666666666667
EC60021- ,0,1,1,0,1,1,0,Autumn 22,0.0,25.0,25.0,0.0,25.0,25.0,0.0,7.0
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT ,0,1,0,0,1,1,0,Spring 20,0.0,33.33333333333333,0.0,0.0,33.33333333333333,33.33333333333333,0.0,6.666666666666667
EC60503- ,6,32,12,2,0,0,0,Autumn 21,11.538461538461538,61.53846153846154,23.076923076923077,3.8461538461538463,0.0,0.0,0.0,8.807692307692308
EC69502- ,21,23,2,3,3,0,0,Spring 22,40.38461538461539,44.230769230769226,3.8461538461538463,5.769230769230769,5.769230769230769,0.0,0.0,9.076923076923077
EC60007- ,0,4,6,5,1,5,0,Autumn 22,0.0,19.047619047619047,28.57142857142857,23.809523809523807,4.761904761904762,23.809523809523807,0.0,7.142857142857143
EC69504- ,8,34,10,0,0,0,0,Autumn 22,15.384615384615385,65.38461538461539,19.230769230769234,0.0,0.0,0.0,0.0,8.961538461538462
EC60091- ,2,1,0,0,0,0,0,Autumn 19,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,9.666666666666666
ET60019- ,0,1,1,1,3,6,0,Autumn 19,0.0,8.333333333333332,8.333333333333332,8.333333333333332,25.0,50.0,0.0,6.0
EP60008- ,2,5,0,0,0,0,0,Spring 21,28.57142857142857,71.42857142857143,0.0,0.0,0.0,0.0,0.0,9.285714285714286
HS20002-GENERAL PSYCHOLOGY ,0,21,9,5,0,0,0,Autumn 20,0.0,60.0,25.71428571428571,14.285714285714285,0.0,0.0,0.0,8.457142857142857
IM41082-OPERATIONS RESEARCH ,1,0,0,1,0,1,0,Spring 21,33.33333333333333,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,7.333333333333333
HS30066-VISUAL COMMUNICATION ,3,12,15,15,0,0,0,Autumn 20,6.666666666666667,26.666666666666668,33.33333333333333,33.33333333333333,0.0,0.0,0.0,8.066666666666666
AT67005- ,2,5,0,0,1,0,0,Autumn 22,25.0,62.5,0.0,0.0,12.5,0.0,0.0,8.875
RX60012- ,2,1,5,15,0,0,0,Autumn 20,8.695652173913043,4.3478260869565215,21.73913043478261,65.21739130434783,0.0,0.0,0.0,7.565217391304348
TE30002-INTRODUCTION TO WIRELESS COMMUNICATIONS ,3,3,2,0,0,0,0,Spring 21,37.5,37.5,25.0,0.0,0.0,0.0,0.0,9.125
MA51121-GRAPH THEORY AND ALGORITHMS ,0,0,1,1,0,0,0,Autumn 19,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5
MA30002-MODERN ALGEBRA ,0,0,0,0,1,0,0,Spring 20,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
MA30014-OPERATION RESEARCH ,0,1,1,0,0,0,0,Spring 20,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8.5
TE60114- ,0,0,0,1,0,0,0,Autumn 21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
TE61003- ,0,0,2,0,0,0,0,Autumn 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EC61066- ,0,2,0,0,0,0,0,Spring 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
BM49002-FINANCIAL ANALYTICS ,4,5,0,0,0,0,0,Spring 21,44.44444444444444,55.55555555555556,0.0,0.0,0.0,0.0,0.0,9.444444444444445
HS30096-MARKET MICRO STRUCTURE ,10,17,2,3,0,0,0,Spring 21,31.25,53.125,6.25,9.375,0.0,0.0,0.0,9.0625
BM51001-INVESTMENT MANAGEMENT ,2,0,0,0,0,0,0,Autumn 21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
MA66005- ,0,0,0,0,0,1,0,Autumn 19,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
EC66001- ,0,0,0,1,0,4,0,Spring 20,0.0,0.0,0.0,20.0,0.0,80.0,0.0,5.4
TS66003- ,0,0,0,0,0,0,3,Spring 20,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
EP60046- ,1,1,1,1,0,0,0,Spring 21,25.0,25.0,25.0,25.0,0.0,0.0,0.0,8.5
MF41601-SOFT COMPUTING ,25,57,4,1,1,0,1,Autumn 21,28.08988764044944,64.04494382022472,4.49438202247191,1.1235955056179776,1.1235955056179776,0.0,1.1235955056179776,9.123595505617978
AT60004- ,0,0,1,0,0,0,0,Spring 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EC61405- ,0,0,1,0,0,0,0,Autumn 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
RX60011- ,2,12,24,0,0,1,0,Autumn 20,5.128205128205128,30.76923076923077,61.53846153846154,0.0,0.0,2.564102564102564,0.0,8.333333333333334
MI60058- ,1,0,0,0,0,0,0,Spring 21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
EC60085- ,0,3,0,0,0,0,0,Autumn 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EP60002- ,2,9,4,1,0,0,0,Spring 21,12.5,56.25,25.0,6.25,0.0,0.0,0.0,8.75
HS30041-CONTEMPORARY DRAMA AND THEATRE ,11,13,8,0,0,0,0,Autumn 20,34.375,40.625,25.0,0.0,0.0,0.0,0.0,9.09375
AT60003- ,1,0,1,0,0,0,0,Autumn 20,50.0,0.0,50.0,0.0,0.0,0.0,0.0,9.0
PH59008-MODERN PHYSICS LAB. ,6,17,10,0,0,0,0,Spring 22,18.181818181818183,51.515151515151516,30.303030303030305,0.0,0.0,0.0,0.0,8.878787878787879
PH60105- ,0,1,0,2,0,1,0,Spring 22,0.0,25.0,0.0,50.0,0.0,25.0,0.0,7.0
EC60023- ,1,1,0,1,0,0,0,Autumn 22,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,8.666666666666666
EC60203- ,1,1,5,1,0,0,0,Autumn 22,12.5,12.5,62.5,12.5,0.0,0.0,0.0,8.25
PH61009- ,2,4,2,5,5,5,0,Autumn 22,8.695652173913043,17.391304347826086,8.695652173913043,21.73913043478261,21.73913043478261,21.73913043478261,0.0,7.043478260869565
TE67001- ,0,2,0,0,0,0,0,Spring 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EC60013- ,0,2,0,0,0,2,0,Autumn 21,0.0,50.0,0.0,0.0,0.0,50.0,0.0,7.0
EC60132- ,1,0,0,0,0,0,0,Spring 22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
HS30033-ECONOMETRIC ANALYSIS ,0,25,18,3,4,0,0,Spring 22,0.0,50.0,36.0,6.0,8.0,0.0,0.0,8.28
HS20016-ENVIRONMENTAL HUMANITIES ,16,21,10,0,0,0,0,Autumn 20,34.04255319148936,44.680851063829785,21.27659574468085,0.0,0.0,0.0,0.0,9.127659574468085
HS30068-SYMBOLIC LOGIC ,21,21,1,1,0,0,0,Autumn 20,47.72727272727273,47.72727272727273,2.272727272727273,2.272727272727273,0.0,0.0,0.0,9.409090909090908
CS60038- ,12,9,2,2,0,0,0,Autumn 22,48.0,36.0,8.0,8.0,0.0,0.0,0.0,9.24
EE60094- ,0,1,3,0,1,0,0,Autumn 22,0.0,20.0,60.0,0.0,20.0,0.0,0.0,7.8
MA51121-GRAPH THEORY AND ALGORITHMS ,20,19,17,11,17,13,4,Autumn 22,19.801980198019802,18.81188118811881,16.831683168316832,10.891089108910892,16.831683168316832,12.871287128712872,3.9603960396039604,7.594059405940594
HS30074-SCIENCE AND HUMANISM ,5,8,1,1,1,2,0,Autumn 20,27.77777777777778,44.44444444444444,5.555555555555555,5.555555555555555,5.555555555555555,11.11111111111111,0.0,8.5
RX76001- ,0,3,1,0,0,0,0,Autumn 19,0.0,75.0,25.0,0.0,0.0,0.0,0.0,8.75
TE60001- ,6,1,2,2,0,0,0,Autumn 22,54.54545454545454,9.090909090909092,18.181818181818183,18.181818181818183,0.0,0.0,0.0,9.0
TE60114- ,1,1,0,0,1,0,0,Autumn 22,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,8.333333333333334
ET60023- ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
HS51604-GERMAN ,3,5,1,0,0,0,0,Autumn 20,33.33333333333333,55.55555555555556,11.11111111111111,0.0,0.0,0.0,0.0,9.222222222222221
EC60307- ,0,0,0,0,0,0,1,Autumn 21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
EC60309- ,1,0,0,0,0,1,0,Autumn 21,50.0,0.0,0.0,0.0,0.0,50.0,0.0,7.5
EC61215- ,0,0,0,0,0,0,1,Autumn 21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
EC69213- ,0,0,0,0,0,0,1,Autumn 21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
HS60084- ,1,1,1,0,2,0,0,Autumn 20,20.0,20.0,20.0,0.0,40.0,0.0,0.0,7.8
EC60011- ,0,0,0,0,1,0,0,Autumn 21,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
EC61201- ,0,0,0,0,0,2,0,Autumn 21,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
EC61203- ,0,0,0,0,0,1,0,Autumn 21,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
EC61211- ,0,0,0,0,2,0,0,Autumn 21,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
EC69211- ,1,0,0,0,0,0,0,Autumn 21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
EE21002-ELECTRICAL MACHINES ,5,10,14,12,4,0,0,Spring 20,11.11111111111111,22.22222222222222,31.11111111111111,26.666666666666668,8.88888888888889,0.0,0.0,8.0
EE21004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS ,8,10,22,10,6,2,0,Spring 20,13.793103448275861,17.24137931034483,37.93103448275862,17.24137931034483,10.344827586206897,3.4482758620689653,0.0,7.9655172413793105
EE29002-ELECTRICAL MACHINES LAB. ,2,11,22,7,3,0,0,Spring 20,4.444444444444445,24.444444444444443,48.888888888888886,15.555555555555555,6.666666666666667,0.0,0.0,8.044444444444444
HS31076-INTRODUCTION TO LANGUAGE AND LINGUISTICS ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
EE29004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS LAB. ,7,31,10,7,1,0,0,Spring 20,12.5,55.35714285714286,17.857142857142858,12.5,1.7857142857142856,0.0,0.0,8.642857142857142
EE31011-POWER ELECTRONICS ,2,5,18,14,5,0,0,Autumn 20,4.545454545454546,11.363636363636363,40.909090909090914,31.818181818181817,11.363636363636363,0.0,0.0,7.659090909090909
EE39006-POWER ELECTRONICS LAB. ,7,11,13,11,2,0,0,Autumn 20,15.909090909090908,25.0,29.545454545454547,25.0,4.545454545454546,0.0,0.0,8.227272727272727
EE39009-CONTROL AND INSTRUMENTATION LAB. ,4,20,24,6,2,0,0,Autumn 20,7.142857142857142,35.714285714285715,42.857142857142854,10.714285714285714,3.571428571428571,0.0,0.0,8.321428571428571
KS60001- ,0,0,1,1,0,0,0,Autumn 20,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5
CS31702-COMPUTER ARCHITECTURE AND OPERATING SYSTEM ,3,29,21,6,1,0,1,Spring 21,4.918032786885246,47.540983606557376,34.42622950819672,9.836065573770492,1.639344262295082,0.0,1.639344262295082,8.37704918032787
EE30004-EMBEDDED SYSTEMS ,6,13,20,10,4,2,1,Spring 21,10.714285714285714,23.214285714285715,35.714285714285715,17.857142857142858,7.142857142857142,3.571428571428571,1.7857142857142856,7.946428571428571
EE31002-POWER SYSTEMS ,8,21,8,7,0,0,0,Spring 21,18.181818181818183,47.72727272727273,18.181818181818183,15.909090909090908,0.0,0.0,0.0,8.681818181818182
EE39002-POWER SYSTEMS LAB. ,3,8,21,9,3,0,0,Spring 21,6.8181818181818175,18.181818181818183,47.72727272727273,20.454545454545457,6.8181818181818175,0.0,0.0,7.9772727272727275
EE39004-EMBEDDED SYSTEMS LAB. ,8,25,15,3,3,1,1,Spring 21,14.285714285714285,44.642857142857146,26.785714285714285,5.357142857142857,5.357142857142857,1.7857142857142856,1.7857142857142856,8.446428571428571
EE41001-INDUSTRIAL INSTRUMENTATION ,0,2,14,18,8,1,1,Autumn 21,0.0,4.545454545454546,31.818181818181817,40.909090909090914,18.181818181818183,2.272727272727273,2.272727272727273,7.113636363636363
EE48001-INDUSTRIAL TRAINING ,0,0,1,0,0,0,1,Autumn 21,0.0,0.0,50.0,0.0,0.0,0.0,50.0,6.0
EE49001-CONTROL AND ELECTRONIC SYSTEM DESIGN ,2,10,17,11,4,0,0,Autumn 21,4.545454545454546,22.727272727272727,38.63636363636363,25.0,9.090909090909092,0.0,0.0,7.886363636363637
EE30012-ELECTROMAGNETIC THEORY & APPL ,1,3,4,7,1,0,0,Spring 21,6.25,18.75,25.0,43.75,6.25,0.0,0.0,7.75
EE40002-ELECTRIC DRIVES ,1,3,11,13,10,2,1,Spring 22,2.4390243902439024,7.317073170731707,26.82926829268293,31.70731707317073,24.390243902439025,4.878048780487805,2.4390243902439024,7.073170731707317
EE48002-COMPREHENSIVE VIVA VOCE ,0,0,1,3,0,1,1,Spring 22,0.0,0.0,16.666666666666664,50.0,0.0,16.666666666666664,16.666666666666664,6.333333333333333
EE49004-POWER APPARATUS & SYSTEM DESIGN ,1,11,15,7,7,1,1,Spring 22,2.3255813953488373,25.581395348837212,34.883720930232556,16.27906976744186,16.27906976744186,2.3255813953488373,2.3255813953488373,7.651162790697675
MA60241- ,0,0,0,0,0,0,1,Spring 22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
EE60013- ,0,1,0,1,0,0,0,Autumn 21,0.0,50.0,0.0,50.0,0.0,0.0,0.0,8.0
EE60012- ,0,0,0,0,1,0,1,Spring 22,0.0,0.0,0.0,0.0,50.0,0.0,50.0,5.0
EE60020- ,0,0,1,0,2,1,1,Spring 22,0.0,0.0,20.0,0.0,40.0,20.0,20.0,5.8
EE60036- ,0,2,0,0,1,0,1,Spring 22,0.0,50.0,0.0,0.0,25.0,0.0,25.0,7.0
EE47009-PROJECT-I ,9,4,6,1,1,0,0,Autumn 21,42.857142857142854,19.047619047619047,28.57142857142857,4.761904761904762,4.761904761904762,0.0,0.0,8.904761904761905
EE60019- ,0,0,2,0,0,0,0,Autumn 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EE60035- ,0,0,0,1,1,0,0,Autumn 21,0.0,0.0,0.0,50.0,50.0,0.0,0.0,6.5
EE47008-PROJECT - PART 2 ,6,1,1,1,1,2,0,Spring 22,50.0,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,16.666666666666664,0.0,8.333333333333334
EE60002- ,0,0,0,1,1,0,0,Spring 22,0.0,0.0,0.0,50.0,50.0,0.0,0.0,6.5
EE60004- ,0,0,0,1,1,0,0,Spring 22,0.0,0.0,0.0,50.0,50.0,0.0,0.0,6.5
EE60082- ,0,0,3,2,1,2,0,Spring 22,0.0,0.0,37.5,25.0,12.5,25.0,0.0,6.75
AT60003- ,3,1,0,1,0,0,0,Autumn 22,60.0,20.0,0.0,20.0,0.0,0.0,0.0,9.2
EE48001-INDUSTRIAL TRAINING ,6,60,30,4,1,0,2,Autumn 22,5.825242718446602,58.252427184466015,29.126213592233007,3.8834951456310676,0.9708737864077669,0.0,1.9417475728155338,8.563106796116505
EE57301-PROJECT - PART 3 ,0,1,1,0,0,0,0,Autumn 22,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8.5
EE58003-COMPREHENSIVE VIVA - I ,1,4,10,14,6,1,0,Autumn 22,2.7777777777777777,11.11111111111111,27.77777777777778,38.88888888888889,16.666666666666664,2.7777777777777777,0.0,7.361111111111111
EE60003- ,0,0,0,2,0,0,0,Autumn 22,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
EE69003- ,0,2,0,0,0,0,0,Autumn 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EE41013-DIGITAL SIGNAL PROCESSING ,2,0,24,13,3,0,2,Autumn 21,4.545454545454546,0.0,54.54545454545454,29.545454545454547,6.8181818181818175,0.0,4.545454545454546,7.4772727272727275
EE60032- ,5,7,21,7,2,0,0,Autumn 21,11.904761904761903,16.666666666666664,50.0,16.666666666666664,4.761904761904762,0.0,0.0,8.142857142857142
EE60098- ,1,3,11,18,6,1,0,Autumn 21,2.5,7.5,27.500000000000004,45.0,15.0,2.5,0.0,7.3
EE60101- ,3,9,15,10,3,0,0,Spring 22,7.5,22.5,37.5,25.0,7.5,0.0,0.0,7.975
EE60102- ,1,3,25,8,4,0,0,Spring 22,2.4390243902439024,7.317073170731707,60.97560975609756,19.51219512195122,9.75609756097561,0.0,0.0,7.7317073170731705
EE69014- ,6,10,15,7,2,1,0,Spring 22,14.634146341463413,24.390243902439025,36.58536585365854,17.073170731707318,4.878048780487805,2.4390243902439024,0.0,8.195121951219512
EE57501-PROJECT - PART 3 ,1,2,11,9,7,3,0,Autumn 22,3.0303030303030303,6.0606060606060606,33.33333333333333,27.27272727272727,21.21212121212121,9.090909090909092,0.0,7.151515151515151
EE69019- ,3,14,18,3,0,0,0,Autumn 22,7.894736842105263,36.84210526315789,47.368421052631575,7.894736842105263,0.0,0.0,0.0,8.447368421052632
ET60007- ,5,8,13,5,3,1,0,Autumn 22,14.285714285714285,22.857142857142858,37.142857142857146,14.285714285714285,8.571428571428571,2.857142857142857,0.0,8.114285714285714
IM60051- ,5,11,6,5,6,1,0,Autumn 22,14.705882352941178,32.35294117647059,17.647058823529413,14.705882352941178,17.647058823529413,2.941176470588235,0.0,8.029411764705882
IE30006-DATA COMMUNICATION ,3,5,11,1,0,0,0,Spring 21,15.0,25.0,55.00000000000001,5.0,0.0,0.0,0.0,8.5
MM61513- ,2,0,0,0,0,0,0,Autumn 22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
CS60016- ,0,0,3,2,1,0,0,Spring 21,0.0,0.0,50.0,33.33333333333333,16.666666666666664,0.0,0.0,7.333333333333333
MA61052- ,0,0,1,1,0,0,0,Spring 21,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5
ET60027- ,1,0,0,0,0,0,0,Spring 20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
SE60002- ,0,0,2,0,0,1,0,Spring 21,0.0,0.0,66.66666666666666,0.0,0.0,33.33333333333333,0.0,7.0
EP60022- ,6,5,1,0,0,0,0,Autumn 21,50.0,41.66666666666667,8.333333333333332,0.0,0.0,0.0,0.0,9.416666666666666
MS31007-MATERIAL SCIENCE ,9,21,16,4,1,0,0,Spring 21,17.647058823529413,41.17647058823529,31.372549019607842,7.8431372549019605,1.9607843137254901,0.0,0.0,8.647058823529411
HS30084-ECONOMIC PSYCHOLOGY ,0,0,1,0,0,0,0,Autumn 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
MA31007-MATHEMATICAL METHODS ,0,0,1,0,0,0,0,Spring 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
MA41031-STOCHASTIC PROCESSES IN FINANCE ,0,1,0,0,0,0,0,Spring 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION ,1,3,4,16,17,5,0,Autumn 21,2.1739130434782608,6.521739130434782,8.695652173913043,34.78260869565217,36.95652173913043,10.869565217391305,0.0,6.695652173913044
SE66001- ,1,1,0,3,0,0,0,Spring 22,20.0,20.0,0.0,60.0,0.0,0.0,0.0,8.0
MA30003-LINEAR ALGEBRA ,0,0,1,0,0,0,0,Autumn 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EC61409- ,0,0,1,0,0,1,0,Autumn 20,0.0,0.0,50.0,0.0,0.0,50.0,0.0,6.5
EC21006-ELECTROMAGNETIC ENGINEERING ,42,33,50,11,2,2,0,Spring 21,30.0,23.57142857142857,35.714285714285715,7.857142857142857,1.4285714285714286,1.4285714285714286,0.0,8.685714285714285
EE60030- ,0,0,0,1,0,0,0,Autumn 21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
EE60039- ,6,4,7,4,6,8,7,Autumn 22,14.285714285714285,9.523809523809524,16.666666666666664,9.523809523809524,14.285714285714285,19.047619047619047,16.666666666666664,6.761904761904762
EE60043- ,1,1,1,0,0,1,0,Autumn 21,25.0,25.0,25.0,0.0,0.0,25.0,0.0,8.0
IM61020- ,0,0,3,0,0,0,0,Spring 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
RT30019-SCI AND TECH. RUBBER & RUBBER LIKE MATERIALS ,4,14,28,9,2,0,1,Autumn 21,6.896551724137931,24.137931034482758,48.275862068965516,15.517241379310345,3.4482758620689653,0.0,1.7241379310344827,8.086206896551724
EE60034- ,0,1,0,0,0,0,0,Spring 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EE60030- ,0,1,0,1,2,0,0,Spring 22,0.0,25.0,0.0,25.0,50.0,0.0,0.0,7.0
EE60023- ,0,0,0,0,1,0,0,Autumn 21,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
EE60026- ,0,0,0,0,1,0,0,Autumn 21,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
EE60024- ,0,0,0,1,0,0,0,Spring 22,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
EE60096- ,0,0,0,1,0,0,0,Spring 22,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
EE69018- ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EE57401-PROJECT - PART 3 ,0,1,0,0,0,0,0,Autumn 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EE60005- ,0,1,0,0,0,0,0,Autumn 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EE60019- ,1,0,1,0,0,0,0,Autumn 22,50.0,0.0,50.0,0.0,0.0,0.0,0.0,9.0
EE60053- ,0,0,0,0,1,2,0,Autumn 22,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,5.333333333333333
EE69011- ,0,0,1,1,0,0,0,Autumn 22,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5
AT60005- ,0,0,1,0,0,0,0,Spring 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
MA51004-INTEGRAL EQUATIONS AND VARIATIONAL METHODS ,0,0,1,0,0,0,0,Spring 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
ET30002-INTELLIGENT TUTORING SYSTEM ,1,0,0,0,0,0,0,Spring 21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
MA31020-REGRESSION AND TIME SERIES MODEL ,0,0,1,0,0,0,0,Spring 21,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
AT60001- ,2,1,1,0,1,0,0,Autumn 21,40.0,20.0,20.0,0.0,20.0,0.0,0.0,8.6
EC31006-MICROCONTROLLER & EMBEDDED SYSTEMS ,4,37,70,24,2,1,0,Spring 22,2.898550724637681,26.811594202898554,50.72463768115942,17.391304347826086,1.4492753623188406,0.7246376811594203,0.0,8.101449275362318
EX20001-PHYSICS OF SOLID EARTH ,0,2,8,21,13,5,0,Autumn 19,0.0,4.081632653061225,16.3265306122449,42.857142857142854,26.53061224489796,10.204081632653061,0.0,6.775510204081633
GG20005-INTRODUCTION TO EARTH SCIENCE ,0,2,6,12,13,16,0,Autumn 19,0.0,4.081632653061225,12.244897959183673,24.489795918367346,26.53061224489796,32.6530612244898,0.0,6.285714285714286
GG21105-MINERALOGY ,0,1,10,8,13,17,0,Autumn 19,0.0,2.0408163265306123,20.408163265306122,16.3265306122449,26.53061224489796,34.69387755102041,0.0,6.285714285714286
GG29005-INTRODUCTION TO EARTH SCIENCE LAB. ,4,21,18,3,0,0,0,Autumn 19,8.695652173913043,45.65217391304348,39.130434782608695,6.521739130434782,0.0,0.0,0.0,8.565217391304348
EX28002-FIELD WORK ,5,4,11,0,0,0,0,Spring 20,25.0,20.0,55.00000000000001,0.0,0.0,0.0,0.0,8.7
GG20003-PALEONTOLOGY AND  STRATIGRAPHY ,0,7,7,5,1,0,0,Spring 20,0.0,35.0,35.0,25.0,5.0,0.0,0.0,8.0
GG20004-PETROLOGY ,3,11,4,2,0,0,0,Spring 20,15.0,55.00000000000001,20.0,10.0,0.0,0.0,0.0,8.75
GG20107-STRUCTURAL GEOLOGY ,0,6,19,15,7,2,0,Spring 20,0.0,12.244897959183673,38.775510204081634,30.612244897959183,14.285714285714285,4.081632653061225,0.0,7.408163265306122
GG29002-DETERMINATIVE MINERALOGY LABORATORY ,17,20,8,3,1,0,0,Spring 20,34.69387755102041,40.816326530612244,16.3265306122449,6.122448979591836,2.0408163265306123,0.0,0.0,9.0
GG29007-STRUCTURAL GEOLOGY LAB ,3,13,33,0,0,0,0,Spring 20,6.122448979591836,26.53061224489796,67.3469387755102,0.0,0.0,0.0,0.0,8.387755102040817
EX30004-GEOPHYSICAL FIELD THEORY ,4,7,8,1,0,0,0,Autumn 20,20.0,35.0,40.0,5.0,0.0,0.0,0.0,8.7
GG31005-MINERAL RESOURCES ,3,16,25,2,3,0,0,Autumn 20,6.122448979591836,32.6530612244898,51.02040816326531,4.081632653061225,6.122448979591836,0.0,0.0,8.285714285714286
GG39003-MINERAL RESOURCES LAB. ,5,28,8,6,2,0,0,Autumn 20,10.204081632653061,57.14285714285714,16.3265306122449,12.244897959183673,4.081632653061225,0.0,0.0,8.571428571428571
MA20103-PARTIAL DIFFERENTIAL EQUATIONS ,130,216,90,22,5,4,1,Autumn 20,27.77777777777778,46.15384615384615,19.230769230769234,4.700854700854701,1.0683760683760684,0.8547008547008548,0.2136752136752137,8.914529914529915
EE21004-MEASUREMENTS AND ELECTRONIC INSTRUMENTS ,8,27,51,44,23,10,1,Spring 21,4.878048780487805,16.463414634146343,31.097560975609756,26.82926829268293,14.02439024390244,6.097560975609756,0.6097560975609756,7.5060975609756095
