course,EX,A,B,C,D,P,F,session,EX%,A%,B%,C%,D%,P%,F%,average
CY41016-ANALYTICAL & ENVIRONMENTAL CHEMISTRY ,1,5,8,5,4,0,0,Spring 21,4.3478260869565215,21.73913043478261,34.78260869565217,21.73913043478261,17.391304347826086,0.0,0.0,7.739130434782608
HS41004-BANKING THEORY AND PRACTICE ,0,2,2,0,0,0,0,Spring 21,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8.5
"CY41005-INORGANIC CHEMISTRY: PRINCIPLE,STRUCTURE & REACTIVITY ",2,19,54,2,0,0,0,Autumn 21,2.5974025974025974,24.675324675324674,70.12987012987013,2.5974025974025974,0.0,0.0,0.0,8.272727272727273
CY41007-GROUP THEORY FOR CHEMISTS ,2,29,34,8,3,1,0,Autumn 21,2.5974025974025974,37.66233766233766,44.15584415584416,10.38961038961039,3.896103896103896,1.2987012987012987,0.0,8.207792207792208
CY41011-PRINCIPLES OF ORGANIC SYNTHESIS ,5,8,21,29,12,2,0,Autumn 21,6.493506493506493,10.38961038961039,27.27272727272727,37.66233766233766,15.584415584415584,2.5974025974025974,0.0,7.467532467532467
CY49001-ADVANCED INORGANIC CHEMISTRY LABORATORY ,6,71,0,0,0,0,0,Autumn 21,7.792207792207792,92.20779220779221,0.0,0.0,0.0,0.0,0.0,9.077922077922079
CY60101- ,1,4,10,3,2,2,0,Autumn 21,4.545454545454546,18.181818181818183,45.45454545454545,13.636363636363635,9.090909090909092,9.090909090909092,0.0,7.681818181818182
CY69101- ,3,12,3,4,0,0,0,Autumn 21,13.636363636363635,54.54545454545454,13.636363636363635,18.181818181818183,0.0,0.0,0.0,8.636363636363637
CY41014-PRINCIPLES OF ORGANOMETALLICS & BIOINORGNIC CHEMISTRY ,0,16,38,20,1,0,0,Spring 22,0.0,21.333333333333336,50.66666666666667,26.666666666666668,1.3333333333333335,0.0,0.0,7.92
CY41018-STRUCTURES & FUNCTION OF BIOMOLECULES ,8,51,14,2,0,0,0,Spring 22,10.666666666666668,68.0,18.666666666666668,2.666666666666667,0.0,0.0,0.0,8.866666666666667
CY49006-BIOCHEMICAL TECHNIQUES LABORATORY ,15,49,11,0,0,0,0,Spring 22,20.0,65.33333333333333,14.666666666666666,0.0,0.0,0.0,0.0,9.053333333333333
CY50033-SOLID STATE CHEMISTRY ,7,33,32,2,1,0,0,Spring 22,9.333333333333334,44.0,42.66666666666667,2.666666666666667,1.3333333333333335,0.0,0.0,8.573333333333334
CY61044- ,1,10,10,0,0,0,0,Spring 22,4.761904761904762,47.61904761904761,47.61904761904761,0.0,0.0,0.0,0.0,8.571428571428571
CY51003-SPECTROSCOPIC METHODS OF STRUCTURE DETERMINATION ,14,25,20,11,5,1,0,Autumn 22,18.421052631578945,32.89473684210527,26.31578947368421,14.473684210526317,6.578947368421052,1.3157894736842104,0.0,8.381578947368421
CY57005-PROJECT ,39,21,10,4,2,0,0,Autumn 22,51.31578947368421,27.631578947368425,13.157894736842104,5.263157894736842,2.631578947368421,0.0,0.0,9.197368421052632
CY58005-SUMMER TRAINING & SEMINAR ,2,5,6,9,0,0,0,Autumn 22,9.090909090909092,22.727272727272727,27.27272727272727,40.909090909090914,0.0,0.0,0.0,8.0
RD30005-FUNDAMENTALS OF RURAL INNOVATION AND MANAGEMENT ,0,12,8,4,0,0,0,Autumn 21,0.0,50.0,33.33333333333333,16.666666666666664,0.0,0.0,0.0,8.333333333333334
CY60003- ,12,14,21,9,3,0,0,Autumn 22,20.33898305084746,23.728813559322035,35.59322033898305,15.254237288135593,5.084745762711865,0.0,0.0,8.389830508474576
CY60023- ,6,20,12,5,1,0,0,Autumn 22,13.636363636363635,45.45454545454545,27.27272727272727,11.363636363636363,2.272727272727273,0.0,0.0,8.568181818181818
CL60008- ,0,1,2,0,0,0,0,Spring 21,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,8.333333333333334
RD30005-FUNDAMENTALS OF RURAL INNOVATION AND MANAGEMENT ,1,6,3,1,0,0,0,Spring 21,9.090909090909092,54.54545454545454,27.27272727272727,9.090909090909092,0.0,0.0,0.0,8.636363636363637
SE60002- ,4,24,15,11,4,3,1,Autumn 22,6.451612903225806,38.70967741935484,24.193548387096776,17.741935483870968,6.451612903225806,4.838709677419355,1.6129032258064515,8.0
AI42001-MACHINE LEARNING FOUNDATIONS AND APPLICATIONS ,20,38,18,4,0,0,0,Autumn 20,25.0,47.5,22.5,5.0,0.0,0.0,0.0,8.925
BM63006- ,0,0,0,2,1,0,0,Spring 21,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,6.666666666666667
CY60004- ,9,11,8,9,5,1,0,Autumn 22,20.930232558139537,25.581395348837212,18.6046511627907,20.930232558139537,11.627906976744185,2.3255813953488373,0.0,8.162790697674419
CY61039- ,0,0,1,1,0,0,0,Autumn 22,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5
HS30079-PUBLIC FINANCE AND POLICY ,0,17,19,19,1,0,0,Autumn 20,0.0,30.357142857142854,33.92857142857143,33.92857142857143,1.7857142857142856,0.0,0.0,7.928571428571429
HS40078-INTERNATIONAL TRADE ,1,0,0,0,0,0,0,Spring 21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
HS40085-LABOUR ECONOMICS ,2,10,19,12,0,0,0,Spring 22,4.651162790697675,23.25581395348837,44.18604651162791,27.906976744186046,0.0,0.0,0.0,8.046511627906977
HS30066-VISUAL COMMUNICATION ,4,7,8,10,0,0,0,Autumn 22,13.793103448275861,24.137931034482758,27.586206896551722,34.48275862068966,0.0,0.0,0.0,8.172413793103448
RX60012- ,0,4,10,15,4,1,0,Autumn 22,0.0,11.76470588235294,29.411764705882355,44.11764705882353,11.76470588235294,2.941176470588235,0.0,7.352941176470588
AI61005- ,0,0,1,0,0,0,0,Spring 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CS60029- ,2,0,1,2,1,0,0,Autumn 22,33.33333333333333,0.0,16.666666666666664,33.33333333333333,16.666666666666664,0.0,0.0,8.0
CS60081- ,1,4,0,0,0,0,0,Autumn 20,20.0,80.0,0.0,0.0,0.0,0.0,0.0,9.2
ET61005- ,0,1,0,0,0,0,0,Autumn 19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
CY60019- ,1,1,2,0,0,0,0,Autumn 22,25.0,25.0,50.0,0.0,0.0,0.0,0.0,8.75
TS70006- ,0,1,0,1,0,0,0,Spring 21,0.0,50.0,0.0,50.0,0.0,0.0,0.0,8.0
HS30066-VISUAL COMMUNICATION ,3,2,2,0,0,0,0,Autumn 19,42.857142857142854,28.57142857142857,28.57142857142857,0.0,0.0,0.0,0.0,9.142857142857142
HS30051-INTRODUCTION TO CULTURAL STUDIES ,0,0,0,1,0,0,0,Spring 20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
HS66005- ,5,8,4,0,0,0,1,Autumn 19,27.77777777777778,44.44444444444444,22.22222222222222,0.0,0.0,0.0,5.555555555555555,8.777777777777779
BS60003- ,1,0,0,0,0,0,0,Autumn 20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
BS60005- ,1,0,0,0,0,0,0,Autumn 20,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
CD61004- ,2,2,1,3,1,3,0,Spring 21,16.666666666666664,16.666666666666664,8.333333333333332,25.0,8.333333333333332,25.0,0.0,7.333333333333333
CY61038- ,0,1,0,0,0,0,0,Spring 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
CY60005- ,0,1,0,0,0,0,0,Autumn 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
BT61030- ,5,17,20,5,1,1,0,Spring 22,10.204081632653061,34.69387755102041,40.816326530612244,10.204081632653061,2.0408163265306123,2.0408163265306123,0.0,8.346938775510203
MM60009- ,0,1,0,0,2,2,0,Autumn 22,0.0,20.0,0.0,0.0,40.0,40.0,0.0,6.2
MA20013-DISCRETE MATHEMATICS ,5,11,12,13,12,9,0,Spring 20,8.064516129032258,17.741935483870968,19.35483870967742,20.967741935483872,19.35483870967742,14.516129032258066,0.0,7.306451612903226
MA61023- ,0,2,2,0,0,0,0,Autumn 20,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8.5
CY40014-INTRODUCTION TO COMPUTATIONAL CHEMISTRY ,0,0,0,1,0,1,1,Autumn 18,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,5.333333333333333
"CY41005-INORGANIC CHEMISTRY: PRINCIPLE,STRUCTURE & REACTIVITY ",0,0,1,1,0,0,1,Autumn 18,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,6.333333333333333
CY41007-GROUP THEORY FOR CHEMISTS ,0,0,0,1,0,1,1,Autumn 18,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,5.333333333333333
CY41009-INTRODUCTION TO QUANTUM CHEMISTRY & SPECTROSCOPY ,0,0,1,0,1,0,1,Autumn 18,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,6.0
CY41011-PRINCIPLES OF ORGANIC SYNTHESIS ,0,0,1,1,0,0,1,Autumn 18,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,6.333333333333333
CY49001-ADVANCED INORGANIC CHEMISTRY LABORATORY ,1,1,0,0,0,0,1,Autumn 18,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,7.666666666666667
CY49011-ADVANCED ORGANIC CHEMISTRY LABORATORY ,0,2,0,0,0,0,1,Autumn 18,0.0,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,7.333333333333333
CY41012-MOLECULAR THERMODYNAMICS & KINETICS ,0,0,0,0,1,0,0,Spring 19,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
CY41014-PRINCIPLES OF ORGANOMETALLICS & BIOINORGNIC CHEMISTRY ,0,0,0,0,0,1,0,Spring 19,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
CY41016-ANALYTICAL & ENVIRONMENTAL CHEMISTRY ,0,0,0,1,0,0,0,Spring 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CY41018-STRUCTURES & FUNCTION OF BIOMOLECULES ,0,0,1,0,0,0,0,Spring 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CY49006-BIOCHEMICAL TECHNIQUES LABORATORY ,0,1,0,0,0,0,0,Spring 19,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
CY49008-ADVANCED PHYSICAL CHEMISTRY LAB. ,0,0,1,0,0,0,0,Spring 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CY50033-SOLID STATE CHEMISTRY ,0,0,0,1,0,0,0,Spring 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CY58010-VIVA VOCE ,0,0,1,0,0,0,0,Spring 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CY51003-SPECTROSCOPIC METHODS OF STRUCTURE DETERMINATION ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CY57005-PROJECT ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CY58003-SEMINAR ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CY60003- ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CY60004- ,0,0,0,0,1,0,0,Autumn 19,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
CY60013- ,0,0,0,1,0,0,0,Autumn 19,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CY57006-PROJECT & VIVA ,0,0,0,0,0,0,1,Spring 20,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
CY58006-COMPREHENSIVE VIVA VOCE ,0,0,0,0,0,0,1,Spring 20,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
CY61032- ,0,0,0,1,0,0,0,Spring 20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
CY61050- ,0,0,0,0,0,0,1,Spring 20,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
EC21005-NETWORK THEORY ,4,21,14,24,9,3,0,Autumn 19,5.333333333333334,28.000000000000004,18.666666666666668,32.0,12.0,4.0,0.0,7.706666666666667
EC21107-SEMICONDUCTOR DEVICES ,3,7,16,16,23,14,0,Autumn 19,3.79746835443038,8.860759493670885,20.253164556962027,20.253164556962027,29.11392405063291,17.72151898734177,0.0,6.848101265822785
EC29005-NETWORK THEORY LAB. ,20,25,25,4,0,1,0,Autumn 19,26.666666666666668,33.33333333333333,33.33333333333333,5.333333333333334,0.0,1.3333333333333335,0.0,8.773333333333333
MA20107-MATRIX ALGEBRA ,5,21,26,14,5,4,0,Autumn 19,6.666666666666667,28.000000000000004,34.66666666666667,18.666666666666668,6.666666666666667,5.333333333333334,0.0,7.933333333333334
EC21004-SIGNALS AND SYSTEMS ,18,18,18,10,8,3,0,Spring 20,24.0,24.0,24.0,13.333333333333334,10.666666666666668,4.0,0.0,8.253333333333334
EC21006-ELECTROMAGNETIC ENGINEERING ,13,10,23,19,7,3,0,Spring 20,17.333333333333336,13.333333333333334,30.666666666666664,25.333333333333336,9.333333333333334,4.0,0.0,7.92
EC21008-ANALOG ELECTRONIC CIRCUITS ,17,27,41,23,12,11,1,Spring 20,12.878787878787879,20.454545454545457,31.060606060606062,17.424242424242426,9.090909090909092,8.333333333333332,0.7575757575757576,7.825757575757576
EC29004-DEVICES LABORATORY ,11,48,14,2,0,0,0,Spring 20,14.666666666666666,64.0,18.666666666666668,2.666666666666667,0.0,0.0,0.0,8.906666666666666
EC29008-ANALOG  CIRCUITS LAB. ,41,56,21,6,2,5,1,Spring 20,31.060606060606062,42.42424242424242,15.909090909090908,4.545454545454546,1.5151515151515151,3.787878787878788,0.7575757575757576,8.825757575757576
MA20106-PROBABILITY & STOCHASTIC PROCESSES ,21,21,21,22,13,11,1,Spring 20,19.090909090909093,19.090909090909093,19.090909090909093,20.0,11.818181818181818,10.0,0.9090909090909091,7.8
EC31001-ANALOG COMMUNICATION ,16,25,41,1,3,0,0,Autumn 20,18.6046511627907,29.069767441860467,47.674418604651166,1.1627906976744187,3.488372093023256,0.0,0.0,8.581395348837209
EC31003-DIGITAL ELECTRONIC CIRCUITS ,17,57,32,9,10,5,1,Autumn 20,12.977099236641221,43.51145038167939,24.427480916030532,6.870229007633588,7.633587786259542,3.816793893129771,0.7633587786259541,8.32824427480916
EC31005-RF & MICROWAVE ENGINEERING ,10,28,25,6,2,4,0,Autumn 20,13.333333333333334,37.333333333333336,33.33333333333333,8.0,2.666666666666667,5.333333333333334,0.0,8.346666666666666
EC39001-ANALOG COMMUNICATIONS LAB. ,33,36,6,1,0,0,0,Autumn 20,43.42105263157895,47.368421052631575,7.894736842105263,1.3157894736842104,0.0,0.0,0.0,9.328947368421053
EC39003-DIGITAL ELECTRONIC CIRCUITS LAB. ,58,40,18,7,4,2,2,Autumn 20,44.274809160305345,30.53435114503817,13.740458015267176,5.343511450381679,3.0534351145038165,1.5267175572519083,1.5267175572519083,8.969465648854962
EC39005-MICROWAVE LABORATORY ,14,26,26,5,3,1,0,Autumn 20,18.666666666666668,34.66666666666667,34.66666666666667,6.666666666666667,4.0,1.3333333333333335,0.0,8.533333333333333
EE31009-CONTROL SYSTEM ENGINEERING ,7,27,50,36,8,3,0,Autumn 20,5.343511450381679,20.610687022900763,38.16793893129771,27.480916030534353,6.106870229007633,2.2900763358778624,0.0,7.847328244274809
HS30075-MODERNISATION AND CREATIVE COMMUNICATION ,4,7,8,7,0,0,0,Autumn 20,15.384615384615385,26.923076923076923,30.76923076923077,26.923076923076923,0.0,0.0,0.0,8.307692307692308
EC31002-DIGITAL COMMUNICATION ,2,7,20,25,18,3,0,Spring 21,2.666666666666667,9.333333333333334,26.666666666666668,33.33333333333333,24.0,4.0,0.0,7.213333333333333
EC31004-VLSI ENGG. ,13,33,18,3,3,4,1,Spring 21,17.333333333333336,44.0,24.0,4.0,4.0,5.333333333333334,1.3333333333333335,8.453333333333333
EC31006-MICROCONTROLLER & EMBEDDED SYSTEMS ,16,39,13,6,0,1,0,Spring 21,21.333333333333336,52.0,17.333333333333336,8.0,0.0,1.3333333333333335,0.0,8.826666666666666
EC31008-DIGITAL SIGNAL PROCESSING ,8,32,21,8,3,3,0,Spring 21,10.666666666666668,42.66666666666667,28.000000000000004,10.666666666666668,4.0,4.0,0.0,8.333333333333334
EC39002-DIGITAL COMMUNICATION LABORATORY ,7,7,37,21,2,1,0,Spring 21,9.333333333333334,9.333333333333334,49.333333333333336,28.000000000000004,2.666666666666667,1.3333333333333335,0.0,7.906666666666666
EC39004-VLSI LABORATORY ,19,31,17,2,2,1,4,Spring 21,25.0,40.78947368421053,22.36842105263158,2.631578947368421,2.631578947368421,1.3157894736842104,5.263157894736842,8.578947368421053
EC39006-DSP LABORATORY ,28,30,12,4,0,1,0,Spring 21,37.333333333333336,40.0,16.0,5.333333333333334,0.0,1.3333333333333335,0.0,9.053333333333333
EC48001-INDUSTRIAL TRAINING ,1,0,2,0,0,0,0,Autumn 21,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,0.0,8.666666666666666
EC49001-MICROCONTROLLER SYSTEMS LABORATORY ,27,37,5,5,0,0,1,Autumn 21,36.0,49.333333333333336,6.666666666666667,6.666666666666667,0.0,0.0,1.3333333333333335,9.093333333333334
EC60101- ,0,4,0,1,0,0,0,Autumn 21,0.0,80.0,0.0,20.0,0.0,0.0,0.0,8.6
TE60001- ,0,0,0,0,1,0,0,Autumn 21,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
TE60003- ,1,2,3,0,0,0,0,Autumn 21,16.666666666666664,33.33333333333333,50.0,0.0,0.0,0.0,0.0,8.666666666666666
EC48002-COMPREHENSIVE VIVA-VOCE ,6,15,24,19,6,2,0,Spring 22,8.333333333333332,20.833333333333336,33.33333333333333,26.38888888888889,8.333333333333332,2.7777777777777777,0.0,7.861111111111111
EC60006- ,0,1,0,0,0,0,1,Spring 22,0.0,50.0,0.0,0.0,0.0,0.0,50.0,6.5
EC60064- ,0,1,0,0,0,0,0,Spring 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EC60294- ,1,0,1,0,0,1,0,Spring 22,33.33333333333333,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,7.666666666666667
EE60006- ,0,1,0,0,1,0,0,Spring 22,0.0,50.0,0.0,0.0,50.0,0.0,0.0,7.5
MS31007-MATERIAL SCIENCE ,3,3,1,0,0,0,0,Autumn 19,42.857142857142854,42.857142857142854,14.285714285714285,0.0,0.0,0.0,0.0,9.285714285714286
RX60018- ,1,1,4,6,3,0,0,Autumn 20,6.666666666666667,6.666666666666667,26.666666666666668,40.0,20.0,0.0,0.0,7.4
EC60002- ,0,0,1,1,2,0,0,Spring 22,0.0,0.0,25.0,25.0,50.0,0.0,0.0,6.75
EC60004- ,1,3,1,0,0,0,0,Spring 22,20.0,60.0,20.0,0.0,0.0,0.0,0.0,9.0
TE60008- ,0,0,0,0,0,1,0,Spring 22,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
MA41031-STOCHASTIC PROCESSES IN FINANCE ,0,2,2,0,0,0,0,Autumn 19,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8.5
CS29003-ALGORITHMS LABORATORY ,3,10,14,8,6,0,0,Spring 20,7.317073170731707,24.390243902439025,34.146341463414636,19.51219512195122,14.634146341463413,0.0,0.0,7.902439024390244
HS60044- ,16,34,3,1,0,0,0,Autumn 20,29.629629629629626,62.96296296296296,5.555555555555555,1.8518518518518516,0.0,0.0,0.0,9.203703703703704
EC47007-PROJECT-I ,12,14,16,0,0,0,0,Autumn 21,28.57142857142857,33.33333333333333,38.095238095238095,0.0,0.0,0.0,0.0,8.904761904761905
EC60091- ,4,14,6,2,1,0,0,Autumn 21,14.814814814814813,51.85185185185185,22.22222222222222,7.4074074074074066,3.7037037037037033,0.0,0.0,8.666666666666666
EC60501- ,17,24,12,1,0,0,0,Autumn 21,31.48148148148148,44.44444444444444,22.22222222222222,1.8518518518518516,0.0,0.0,0.0,9.055555555555555
EC61409- ,1,1,0,0,1,1,0,Autumn 21,25.0,25.0,0.0,0.0,25.0,25.0,0.0,7.5
AI61006- ,2,8,8,0,3,0,0,Spring 22,9.523809523809524,38.095238095238095,38.095238095238095,0.0,14.285714285714285,0.0,0.0,8.285714285714286
EC47004-PROJECT-II ,13,9,5,4,1,1,0,Spring 22,39.39393939393939,27.27272727272727,15.151515151515152,12.121212121212121,3.0303030303030303,3.0303030303030303,0.0,8.787878787878787
EC60502- ,1,8,17,22,4,1,0,Spring 22,1.8867924528301887,15.09433962264151,32.075471698113205,41.509433962264154,7.547169811320755,1.8867924528301887,0.0,7.566037735849057
ET60007- ,4,9,16,3,1,0,0,Autumn 19,12.121212121212121,27.27272727272727,48.484848484848484,9.090909090909092,3.0303030303030303,0.0,0.0,8.363636363636363
EC60201- ,3,8,0,0,0,0,0,Autumn 21,27.27272727272727,72.72727272727273,0.0,0.0,0.0,0.0,0.0,9.272727272727273
EC60203- ,0,5,2,3,1,0,0,Autumn 21,0.0,45.45454545454545,18.181818181818183,27.27272727272727,9.090909090909092,0.0,0.0,8.0
EC60291- ,1,4,6,1,0,0,0,Autumn 21,8.333333333333332,33.33333333333333,50.0,8.333333333333332,0.0,0.0,0.0,8.416666666666666
EC60297- ,4,11,4,1,0,0,0,Autumn 21,20.0,55.00000000000001,20.0,5.0,0.0,0.0,0.0,8.9
EC60202- ,5,3,1,0,1,0,0,Spring 22,50.0,30.0,10.0,0.0,10.0,0.0,0.0,9.1
EC60204- ,0,4,6,0,1,0,0,Spring 22,0.0,36.36363636363637,54.54545454545454,0.0,9.090909090909092,0.0,0.0,8.181818181818182
EC69202- ,7,2,1,0,0,0,0,Spring 22,70.0,20.0,10.0,0.0,0.0,0.0,0.0,9.6
CS61063- ,3,12,17,3,1,0,0,Autumn 22,8.333333333333332,33.33333333333333,47.22222222222222,8.333333333333332,2.7777777777777777,0.0,0.0,8.36111111111111
EC48001-INDUSTRIAL TRAINING ,53,57,28,4,0,0,1,Autumn 22,37.06293706293706,39.86013986013986,19.58041958041958,2.797202797202797,0.0,0.0,0.6993006993006993,9.083916083916083
EC57003-PROJECT ,10,28,22,2,3,0,0,Autumn 22,15.384615384615385,43.07692307692308,33.84615384615385,3.076923076923077,4.615384615384616,0.0,0.0,8.615384615384615
EC61405- ,5,7,3,0,0,0,0,Autumn 22,33.33333333333333,46.666666666666664,20.0,0.0,0.0,0.0,0.0,9.133333333333333
EC69205- ,1,6,3,0,0,0,0,Autumn 22,10.0,60.0,30.0,0.0,0.0,0.0,0.0,8.8
RD30005-FUNDAMENTALS OF RURAL INNOVATION AND MANAGEMENT ,0,0,1,0,0,0,0,Autumn 19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EC60296- ,0,1,2,0,0,0,0,Spring 22,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,8.333333333333334
HS20016-ENVIRONMENTAL HUMANITIES ,10,41,18,3,0,0,0,Spring 22,13.88888888888889,56.94444444444444,25.0,4.166666666666666,0.0,0.0,0.0,8.805555555555555
EC60309- ,6,3,1,0,0,0,0,Autumn 22,60.0,30.0,10.0,0.0,0.0,0.0,0.0,9.5
TE30002-INTRODUCTION TO WIRELESS COMMUNICATIONS ,3,12,3,0,0,0,0,Autumn 20,16.666666666666664,66.66666666666666,16.666666666666664,0.0,0.0,0.0,0.0,9.0
TE61002- ,1,2,4,3,0,0,0,Spring 21,10.0,20.0,40.0,30.0,0.0,0.0,0.0,8.1
EC60013- ,8,12,9,12,3,5,0,Autumn 22,16.3265306122449,24.489795918367346,18.367346938775512,24.489795918367346,6.122448979591836,10.204081632653061,0.0,7.8979591836734695
MA20105-LINEAR ALGEBRA ,0,5,9,13,15,1,0,Autumn 19,0.0,11.627906976744185,20.930232558139537,30.23255813953488,34.883720930232556,2.3255813953488373,0.0,7.046511627906977
HS20004-POSITIVE PSYCHOLOGY ,30,24,0,0,0,0,0,Autumn 20,55.55555555555556,44.44444444444444,0.0,0.0,0.0,0.0,0.0,9.555555555555555
PH60046- ,1,0,1,0,0,0,0,Spring 21,50.0,0.0,50.0,0.0,0.0,0.0,0.0,9.0
EC60016- ,1,0,0,0,0,0,0,Spring 22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
AT60001- ,2,8,5,3,1,0,0,Autumn 22,10.526315789473683,42.10526315789473,26.31578947368421,15.789473684210526,5.263157894736842,0.0,0.0,8.368421052631579
EC60043- ,3,0,0,0,0,0,0,Autumn 22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
TE61003- ,0,3,1,0,0,0,0,Autumn 22,0.0,75.0,25.0,0.0,0.0,0.0,0.0,8.75
MM61501- ,1,1,0,0,0,0,0,Autumn 20,50.0,50.0,0.0,0.0,0.0,0.0,0.0,9.5
EP60042- ,8,2,0,0,0,0,0,Spring 21,80.0,20.0,0.0,0.0,0.0,0.0,0.0,9.8
MM61509- ,0,1,0,0,0,0,0,Autumn 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EC60021- ,1,3,0,0,0,0,0,Autumn 21,25.0,75.0,0.0,0.0,0.0,0.0,0.0,9.25
PH41004-OPTICS ,1,12,14,5,2,1,0,Autumn 21,2.857142857142857,34.285714285714285,40.0,14.285714285714285,5.714285714285714,2.857142857142857,0.0,8.057142857142857
PH60032- ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EC60291- ,10,3,4,0,0,2,0,Autumn 22,52.63157894736842,15.789473684210526,21.052631578947366,0.0,0.0,10.526315789473683,0.0,8.894736842105264
EC60297- ,5,4,0,1,0,1,0,Autumn 22,45.45454545454545,36.36363636363637,0.0,9.090909090909092,0.0,9.090909090909092,0.0,8.909090909090908
AT60008- ,0,2,0,0,0,0,0,Spring 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
EC60504- ,14,25,14,3,0,0,0,Spring 22,25.0,44.642857142857146,25.0,5.357142857142857,0.0,0.0,0.0,8.892857142857142
ET60006- ,1,1,1,0,0,0,0,Autumn 19,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,9.0
HS60005- ,6,20,5,3,0,1,1,Autumn 20,16.666666666666664,55.55555555555556,13.88888888888889,8.333333333333332,0.0,2.7777777777777777,2.7777777777777777,8.61111111111111
EC60045- ,0,0,1,1,0,0,0,Autumn 21,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5
EC60301- ,0,0,0,1,0,1,0,Autumn 21,0.0,0.0,0.0,50.0,0.0,50.0,0.0,6.0
EC60042- ,0,0,1,1,0,0,0,Spring 22,0.0,0.0,50.0,50.0,0.0,0.0,0.0,7.5
HS30096-MARKET MICRO STRUCTURE ,4,6,31,4,0,0,0,Spring 22,8.88888888888889,13.333333333333334,68.88888888888889,8.88888888888889,0.0,0.0,0.0,8.222222222222221
EC69021- ,2,0,0,0,0,0,0,Autumn 22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
RX60019- ,0,0,4,6,2,0,0,Autumn 20,0.0,0.0,33.33333333333333,50.0,16.666666666666664,0.0,0.0,7.166666666666667
EC60007- ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
